division_id,division_label,bz_chii,east_rikishi_id,east_chii,east_shikona,east_graph_shikona,east_old_chii,east_result,east_result_movement,east_delta,east_delta_class,east_equelo,west_rikishi_id,west_chii,west_shikona,west_graph_shikona,west_old_chii,west_result,west_result_movement,west_delta,west_delta_class,west_equelo
makuuchi,Makuuchi,Y1,12451,Y1e,Hoshoryu,Hoshoryu,Y1e,11-4 J,,0,neutral,2197,12836,Y1w,Onosato,Onosato,Y1w,0-4-11,,0,neutral,2122
makuuchi,Makuuchi,O1,12270,O1e,Kotozakura,Kotozakura (2015),O1w,10-5,,+0.5,up low,2061,12839,O1w,Aonishiki,Aonishiki,O1e,7-8,,-0.5,down low,1983
makuuchi,Makuuchi,O2,12231,O2e,Kirishima,Kirishima (2015),S1e,12-3 YS,↑,+0.5,up low,2094,,,,,,,,,,
makuuchi,Makuuchi,S1,12664,S1e,Atamifuji,Atamifuji,K1w,9-6,↑,+1.5,up low,1895,12449,S1w,Kotoshoho,Kotoshoho,M5w,11-4 JK,↑,+6.0,up high,1793
makuuchi,Makuuchi,K1,12370,K1e,Wakatakakage,Wakatakakage,M1e,8-6-1,↑,+1.0,up low,2058,6480,K1w,Takayasu,Takayasu,S1w,7-8,↓,-1.0,down low,1998
makuuchi,Makuuchi,M1,12800,M1e,Fujinokawa,Fujinokawa (2023),M2e,8-7 G,,+1.0,up low,1766,11855,M1w,Takanosho,Takanosho (2010),M4w,9-6,,+3.0,up mid,1838
makuuchi,Makuuchi,M2,12884,M2e,Yoshinofuji,Yoshinofuji (2024),M1w,7-8,,-0.5,down low,1829,12362,M2w,Ichiyamamoto,Ichiyamamoto,M6e,9-6,,+3.5,up high,1770
makuuchi,Makuuchi,M3,12314,M3e,Hiradoumi,Hiradoumi,M3e,7-8,,0,neutral,1838,12453,M3w,Oho,Oho,M3w,7-8,,0,neutral,1855
makuuchi,Makuuchi,M4,11985,M4e,Daieisho,Daieisho,M4e,7-8,,0,neutral,1942,12688,M4w,Gonoyama,Gonoyama,M10e,10-5,,+5.5,up high,1796
makuuchi,Makuuchi,M5,11980,M5e,Wakamotoharu,Wakamotoharu,K1e,3-12,↓,-5.0,down high,1903,12130,M5w,Shodai,Shodai,M8w,8-7,,+3.0,up mid,1722
makuuchi,Makuuchi,M6,12320,M6e,Churanoumi,Churanoumi,M2w,4-11,,-3.5,down high,1716,12702,M6w,Fujiseiun,Fujiseiun,M13w,10-5 K,,+7.0,up high,1752
makuuchi,Makuuchi,M7,11785,M7e,Chiyoshoma,Chiyoshoma,M14e,10-5,,+7.0,up high,1737,12710,M7w,Asakoryu,Asakoryu,M12e,9-6,,+4.5,up high,1700
makuuchi,Makuuchi,M8,12717,M8e,Oshoma,Oshoma,M7e,6-9,,-1.0,down low,1722,12784,M8w,Asahakuryu,Asahakuryu,M16e,10-5,,+7.5,up high,1773
makuuchi,Makuuchi,M9,12094,M9e,Abi,Abi,M5e,4-6-5,,-4.0,down high,1854,12351,M9w,Nishikifuji,Nishikifuji,M14w,9-6,,+5.0,up high,1780
makuuchi,Makuuchi,M10,12291,M10e,Asanoyama,Asanoyama,M12w,8-7,,+2.5,up mid,2068,12796,M10w,Hakunofuji,Hakunofuji,M7w,5-6-4,,-3.0,down mid,1828
makuuchi,Makuuchi,M11,12226,M11e,Ura,Ura,M8e,5-10,,-3.0,down mid,1761,12721,M11w,Kinbozan,Kinbozan,M16w,9-6,,+5.0,up high,1730
makuuchi,Makuuchi,M12,12599,M12e,Shishi,Shishi,M11e,6-9,,-1.0,down low,1705,12542,M12w,Tokihayate,Tokihayate,M9e,5-10,,-3.5,down high,1676
makuuchi,Makuuchi,M13,12729,M13e,Kotoeiho,Kotoeiho,M17w,9-6,,+4.5,up high,1684,5944,M13w,Tamawashi,Tamawashi,M9w,5-10,,-4.0,down high,1751
makuuchi,Makuuchi,M14,12210,M14e,Mitakeumi,Mitakeumi,M15w,8-7,,+1.5,up low,1692,12516,M14w,Roga,Roga,M10w,5-10,,-4.0,down high,1681
makuuchi,Makuuchi,M15,12203,M15e,Tobizaru,Tobizaru,M13e,6-9,,-2.0,down mid,1710,12634,M15w,Oshoumi,Oshoumi,M11w,5-10,,-4.0,down high,1661
makuuchi,Makuuchi,M16,12730,M16e,Wakanosho,Wakanosho (2022),J3w,11-4 D,↑,+4.5,up high,1715,6594,M16w,Ryuden,Ryuden,J1e,9-6,↑,+1.5,up low,1678
makuuchi,Makuuchi,M17,12945,M17e,Fujiryoga,Fujiryoga,M17e,7-8,,0,neutral,1687,,,,,,,,,,
juryo,Juryo,J1,12840,J1e,Onokatsu,Onokatsu,M6w,1-6-8,↓,-11.5,down high,1731,12725,J1w,Daiseizan,Daiseizan,J3e,8-7,,+1.5,up low,1606
juryo,Juryo,J2,2879,J2e,Sadanoumi,Sadanoumi (2003),J1w,7-8,,-0.5,down low,1612,12780,J2w,Takerufuji,Takerufuji,J4w,8-7,,+2.0,up mid,1763
juryo,Juryo,J3,12592,J3e,Dewanoryu,Dewanoryu,J10e,11-4 Y,,+7.0,up high,1660,12732,J3w,Hatsuyama,Hatsuyama,J9w,10-5,,+6.0,up high,1650
juryo,Juryo,J4,12841,J4e,Kyokukaiyu,Kyokukaiyu,J7w,9-6,,+3.5,up high,1621,12894,J4w,Asasuiryu,Asasuiryu,J2e,6-9,,-2.5,down mid,1594
juryo,Juryo,J5,12427,J5e,Tomokaze,Tomokaze,J2w,6-9,,-2.5,down mid,1583,12548,J5w,Kitanowaka,Kitanowaka (2019),J8w,9-6,,+3.0,up mid,1611
juryo,Juryo,J6,12896,J6e,Kazuma,Kazuma,J11e,10-5,,+5.0,up high,1630,11946,J6w,Meisei,Meisei,J7e,8-7,,+0.5,up low,1627
juryo,Juryo,J7,11845,J7e,Kagayaki,Kagayaki,J5e,7-8,,-2.0,down mid,1555,12852,J7w,Toshinofuji,Toshinofuji (2024),J11w,10-5,,+4.0,up high,1551
juryo,Juryo,J8,12162,J8e,Shonannoumi,Shonannoumi,J8e,8-7,,0,neutral,1561,12773,J8w,Shirokuma,Shirokuma,J5w,7-8,,-3.0,down mid,1544
juryo,Juryo,J9,12523,J9e,Nishinoryu,Nishinoryu,J4e,6-9,,-5.0,down high,1548,12774,J9w,Kayo,Kayo,J6w,7-8,,-3.0,down mid,1536
juryo,Juryo,J10,12575,J10e,Tohakuryu,Tohakuryu,J10w,8-7,,+0.5,up low,1479,12352,J10w,Midorifuji,Midorifuji,M15e,0-0-15,↓,-12.5,down high,1686
juryo,Juryo,J11,12767,J11e,Kazekeno,Kazekeno,J14e,9-6,,+3.0,up mid,1502,6596,J11w,Nishikigi,Nishikigi,J12e,8-7,,+0.5,up low,1498
juryo,Juryo,J12,12704,J12e,Hitoshi,Hitoshi,J6e,5-10,,-6.0,down high,1474,11976,J12w,Tamashoho,Tamashoho,J9e,6-9,,-3.5,down high,1457
juryo,Juryo,J13,12885,J13e,Okaryu,Okaryu,Ms2w,6-1,↑,+3.5,up high,1565,11943,J13w,Hakuyozan,Hakuyozan,Ms2e,5-2,↑,+2.5,up mid,1424
juryo,Juryo,J14,12448,J14e,Tochitaikai,Tochitaikai (2017),Ms1w,4-3,↑,+1.5,up low,1515,12412,J14w,Enho,Enho,Ms4e,5-2,↑,+3.5,up high,1666
makushita,Makushita,Ms1,12114,Ms1e,Takakento,Takakento,Ms3e,4-3,,+2.0,up mid,1530,12946,Ms1w,Fujitensei,Fujitensei,J13w,5-10,↓,-2.0,down mid,1434
makushita,Makushita,Ms2,12876,Ms2e,Arashifuji,Arashifuji (2024),Ms7e,5-2,,+5.0,up high,1472,12024,Ms2w,Shimanoumi,Shimanoumi,Ms5e,4-3,,+2.5,up mid,1390
makushita,Makushita,Ms3,12970,Ms3e,Wakanofuji,Wakanofuji (2025),Ms28e,7-0 Y,,+25.0,up high,1451,11809,Ms3w,Kotokuzan,Kotokuzan,J14w,4-11,↓,-3.0,down mid,1398
makushita,Makushita,Ms4,12795,Ms4e,Himukamaru,Himukamaru,Ms1e,3-4,,-3.0,down mid,1431,12733,Ms4w,Gojinyu,Gojinyu,Ms10e,5-2,,+5.5,up high,1462
makushita,Makushita,Ms5,12536,Ms5e,Tokifudo,Yoshii,Ms8e,4-3,,+3.0,up mid,1445,12858,Ms5w,Daikosho,Daikosho,Ms17w,6-1,,+12.0,up high,1398
makushita,Makushita,Ms6,12751,Ms6e,Tanji,Tanji,Ms12w,5-2,,+6.5,up high,1465,12956,Ms6w,Hanaoka,Hanaoka (2025),Ms9e,4-3,,+2.5,up mid,1422
makushita,Makushita,Ms7,12561,Ms7e,Otsuji,Otsuji,Ms4w,3-4,,-2.5,down mid,1449,12868,Ms7w,Fujisodai,Fujisodai,Ms5w,3-4,,-2.0,down mid,1359
makushita,Makushita,Ms8,12526,Ms8e,Daikisho,Daikisho (2019),Ms14w,5-2,,+6.5,up high,1476,12585,Ms8w,Hokutenkai,Hokutenkai,Ms12e,4-3,,+3.5,up high,1428
makushita,Makushita,Ms9,12013,Ms9e,Shimazuumi,Shimazuumi,J13e,2-9-4,↓,-10.0,down high,1500,12708,Ms9w,Nobehara,Nobehara,Ms6e,3-4,,-3.5,down high,1362
makushita,Makushita,Ms10,12225,Ms10e,Sazanami,Sazanami (2015),Ms16w,5-2,,+6.5,up high,1373,12597,Ms10w,Nabatame,Nabatame,Sd3w,7-0 Y,↑,+53.5,up high,1596
makushita,Makushita,Ms11,12113,Ms11e,Tsurugisho,Tsurugisho,J12w,0-15,↓,-12.5,down high,1288,12962,Ms11w,Ryusho,Ryusho,Ms15w,4-3,,+4.0,up high,1426
makushita,Makushita,Ms12,12776,Ms12e,Kazuto,Kazuto,Ms16e,4-3,,+4.0,up high,1396,12515,Ms12w,Kurohimeyama,Kurohimeyama (2018),Ms23e,5-2,,+10.5,up high,1449
makushita,Makushita,Ms13,12333,Ms13e,Tokunomusashi,Tokunomusashi,Ms23w,5-2,,+10.5,up high,1382,12165,Ms13w,Yuma,Yuma,Ms24e,5-2,,+10.5,up high,1381
makushita,Makushita,Ms14,12373,Ms14e,Tochikodai,Tochikodai,Ms19e,4-3,,+5.0,up high,1348,12137,Ms14w,Kaiseijo,Kaiseijo,Ms19w,4-3,,+5.0,up high,1338
makushita,Makushita,Ms15,12593,Ms15e,Mudoho,Mudoho,Ms10w,3-4,,-4.5,down high,1317,12671,Ms15w,Hogasho,Hogasho,Sd21e,7-0 D,↑,+66.0,up high,1188
makushita,Makushita,Ms16,12727,Ms16e,Hananoumi,Hananoumi (2022),Ms39w,6-1,,+23.5,up high,1362,12189,Ms16w,Shohoryu,Shohoryu,Ms21w,4-3,,+5.0,up high,1347
makushita,Makushita,Ms17,12798,Ms17e,Gonoumi,Gonoumi (2023),Ms14e,3-4,,-3.0,down mid,1408,12851,Ms17w,Inami,Inami,Ms7w,2-5,,-10.0,down high,1363
makushita,Makushita,Ms18,12782,Ms18e,Kazenoumi,Kazenoumi,Ms8w,2-5,,-9.5,down high,1363,12862,Ms18w,Uzumasa,Uzumasa,Ms31e,5-2,,+12.5,up high,1290
makushita,Makushita,Ms19,12699,Ms19e,Osanai,Osanai,Ms32w,5-2,,+13.5,up high,1359,12737,Ms19w,Kyokumizuno,Kyokumizuno,Ms27e,4-3,,+7.5,up high,1257
makushita,Makushita,Ms20,12955,Ms20e,Kakueizan,Kakueizan,Ms48e,6-1,,+28.0,up high,1437,12911,Ms20w,Ikarigata,Ikarigata,Ms35e,5-2,,+14.5,up high,1356
makushita,Makushita,Ms21,12466,Ms21e,Daiyusho,Daiyusho,Ms29e,4-3,,+8.0,up high,1403,12530,Ms21w,Awanokuni,Awanokuni,Ms18e,3-4,,-3.5,down high,1306
makushita,Makushita,Ms22,12416,Ms22e,Kamito,Kamito,Ms30e,4-3,,+8.0,up high,1400,11918,Ms22w,Akua,Akua,Ms39e,5-2,,+16.5,up high,1376
makushita,Makushita,Ms23,12601,Ms23e,Tendozan,Tendozan,Ms20e,3-4,,-3.0,down mid,1281,12604,Ms23w,Kirinryu,Kirinryu,Ms44e,5-2,,+20.5,up high,1261
makushita,Makushita,Ms24,12155,Ms24e,Kitadaichi,Kitadaichi,Ms20w,3-4,,-3.5,down high,1313,12587,Ms24w,Oshoryu,Oshoryu,Ms45e,5-2,,+20.5,up high,1435
makushita,Makushita,Ms25,12006,Ms25e,Dewataikai,Dewataikai,Ms33w,4-3,,+8.5,up high,1303,11965,Ms25w,Tochimaru,Tochimaru,Ms6w,2-6--1,,-19.0,down high,1429
makushita,Makushita,Ms26,12488,Ms26e,Kaigo,Kaigo (2018),Ms34e,4-3,,+8.0,up high,1256,12557,Ms26w,Mineyaiba,Mineyaiba,Ms13e,2-5,,-13.5,down high,1433
makushita,Makushita,Ms27,12458,Ms27e,Asonoyama,Asonoyama,Ms13w,2-5,,-13.5,down high,1308,12869,Ms27w,Seiyu,Seiyu (2024),Ms22e,3-4,,-5.5,down high,1240
makushita,Makushita,Ms28,12833,Ms28e,Shiroma,Shiroma (2023),Ms37w,4-3,,+9.5,up high,1283,12965,Ms28w,Ryuho,Ryuho (2025),Ms49e,5-2,,+20.5,up high,1339
makushita,Makushita,Ms29,12425,Ms29e,Yago,Yago,Ms38e,4-3,,+9.0,up high,1402,12610,Ms29w,Asanoryu,Fukai,Ms22w,3-4,,-7.0,down high,1356
makushita,Makushita,Ms30,12739,Ms30e,Gyokuozan,Gyokuozan,Ms40e,4-3,,+10.0,up high,1219,12779,Ms30w,Hananofuji,Hananofuji (2022),Ms15e,2-5,,-15.5,down high,1563
makushita,Makushita,Ms31,11755,Ms31e,Tsurubayashi,Tsurubayashi,Ms50w,5-2,,+19.5,up high,1238,12635,Ms31w,Mikazuchiyama,Mikazuchiyama,Ms25w,3-4,,-6.0,down high,1243
makushita,Makushita,Ms32,12813,Ms32e,Higonomaru,Higonomaru,Ms51e,5-2,,+19.0,up high,1178,12849,Ms32w,Daimasakari,Daimasakari,Sd6e,6-1,↑,+34.0,up high,1256
makushita,Makushita,Ms33,12555,Ms33e,Kiyota,Kiyota,Ms43e,4-3,,+10.0,up high,1216,12576,Ms33w,Chiyotora,Chiyotora,Ms18w,2-5,,-15.0,down high,1255
makushita,Makushita,Ms34,12342,Ms34e,Tsushimanada,Tsushimanada,Ms44w,4-3,,+10.5,up high,1268,12075,Ms34w,Kaisho,Kaisho (2013),Ms57e,5-2,,+22.5,up high,1308
makushita,Makushita,Ms35,12948,Ms35e,Kaki,Kaki,Ms11w,1-6,,-23.5,down high,1291,12803,Ms35w,Yumenofuji,Yumenofuji,Ms45w,4-3,,+10.0,up high,1118
makushita,Makushita,Ms36,12772,Ms36e,Ikazuchido,Ikazuchido,Ms59e,5-2,,+23.0,up high,1252,12594,Ms36w,Nihonyanagi,Nihonyanagi,Ms46e,4-3,,+9.5,up high,1336
makushita,Makushita,Ms37,12793,Ms37e,Satorufuji,Satorufuji,Ms26w,3-4,,-10.5,down high,1329,12844,Ms37w,Anhibiki,Anhibiki,Ms47w,4-3,,+10.0,up high,1244
makushita,Makushita,Ms38,12731,Ms38e,Toseiryu,Toseiryu,Ms28w,3-4,,-9.5,down high,1315,12220,Ms38w,Obara,Obara,Ms29w,3-4,,-9.0,down high,1314
makushita,Makushita,Ms39,12951,Ms39e,Tatsubayama,Tatsubayama (2025),Sd17e,6-1,↑,+38.5,up high,1339,12834,Ms39w,Anosho,Anosho,Ms50e,4-3,,+10.5,up high,1249
makushita,Makushita,Ms40,12947,Ms40e,Koseiryu,Koseiryu,Sd3e,5-2,↑,+23.5,up high,1258,1241,Ms40w,Kitaharima,Kitaharima,Ms31w,3-4,,-9.0,down high,1237
makushita,Makushita,Ms41,12227,Ms41e,Higonoumi,Higonoumi (2015),Ms24w,2-5,,-16.5,down high,1301,12954,Ms41w,Gyotoku,Gyotoku,Sd5w,5-2,↑,+24.5,up high,1391
makushita,Makushita,Ms42,12132,Ms42e,Tochiseiryu,Tochiseiryu (2014),Ms53e,4-3,,+11.0,up high,1265,12559,Ms42w,Aratakayama,Aratakayama (2019),Ms27w,2-5,,-15.0,down high,1208
makushita,Makushita,Ms43,12888,Ms43e,Yonezawaryu,Yonezawaryu,Ms35w,3-4,,-7.5,down high,1197,12697,Ms43w,Kassho,Kassho,Sd8e,5-2,↑,+25.0,up high,1139
makushita,Makushita,Ms44,12904,Ms44e,Okada,Okada,Ms55e,4-3,,+11.0,up high,1206,12771,Ms44w,Toshunryu,Toshunryu,Sd23w,6-1,↑,+39.5,up high,1310
makushita,Makushita,Ms45,12285,Ms45e,Asagyokusei,Asagyokusei,Ms36e,3-4,,-9.0,down high,1232,12879,Ms45w,Tokitenran,Tokitenran,Ms36w,3-4,,-9.0,down high,1220
makushita,Makushita,Ms46,12901,Ms46e,Tenrosei,Tenrosei,Ms56e,4-3,,+10.0,up high,1200,12709,Ms46w,Mienofuji,Mienofuji,Ms11e,0-3-4,,-35.5,down high,1331
makushita,Makushita,Ms47,12400,Ms47e,Kaishin,Kaishin (2017),Sd9w,5-2,↑,+23.0,up high,1356,12753,Ms47w,Tatsuosho,Tatsuosho,Ms56w,4-3,,+9.0,up high,1270
makushita,Makushita,Ms48,12964,Ms48e,Takahara,Takahara,Sd31e,6-1,↑,+43.5,up high,1228,12166,Ms48w,Sadanohikari,Sadanohikari,Ms38w,3-4,,-10.0,down high,1217
makushita,Makushita,Ms49,12775,Ms49e,Oyamada,Oyamada,Ms33e,2-5,,-16.0,down high,1204,12674,Ms49w,Tochimusashi,Tochimusashi (2021),Ms9w,0-0-7,,-40.0,down high,1482
makushita,Makushita,Ms50,12985,Ms50e,Fudoho,Fudoho,Ms60eTD,4-3,,+11.0,up high,1262,11741,Ms50w,Tochinobori,Tochinobori (2009),Ms41e,3-4,,-9.5,down high,1152
makushita,Makushita,Ms51,12393,Ms51e,Seigo,Seigo (2017),Sd15w,5-2,↑,+25.0,up high,1232,12666,Ms51w,Goosho,Goosho,Ms42e,3-4,,-9.5,down high,1170
makushita,Makushita,Ms52,12479,Ms52e,Chiyooga,Chiyooga,Ms25e,1-6,,-27.0,down high,1187,11814,Ms52w,Wakatakamoto,Wakatakamoto,Ms26e,1-3-3,,-26.5,down high,1287
makushita,Makushita,Ms53,12890,Ms53e,Shimizuumi,Shimizuumi,Ms37e,2-5,,-16.0,down high,1210,12195,Ms53w,Kiyonoumi,Kiyonoumi (2014),Sd4w,4-3,↑,+11.5,up high,1136
makushita,Makushita,Ms54,12579,Ms54e,Marusho,Marusho,Sd18w,5-2,↑,+25.0,up high,1180,12534,Ms54w,Fujinoyama,Fujinoyama (2019),Ms48w,3-4,,-6.0,down high,1176
makushita,Makushita,Ms55,12895,Ms55e,Furuta,Furuta (2024),Sd42e,6-1,↑,+47.5,up high,1232,12064,Ms55w,Chiyonokatsu,Chiyonokatsu,Ms49w,3-4,,-6.0,down high,1153
makushita,Makushita,Ms56,12633,Ms56e,Ieshima,Ieshima,Ms40w,2-5,,-15.5,down high,1123,12902,Ms56w,Gonosho,Gonosho,Sd44w,6-1,↑,+48.5,up high,1152
makushita,Makushita,Ms57,12528,Ms57e,Hodaka,Hodaka (2019),Sd7e,4-3,↑,+10.5,up high,1126,12832,Ms57w,Haruyama,Haruyama,Ms17e,0-1-6,,-40.5,down high,1348
makushita,Makushita,Ms58,12641,Ms58e,Nishiomoto,Nishiomoto,Sd7w,4-3,↑,+10.0,up high,1138,12698,Ms58w,Daishoryu,Daishoryu (2021),Ms42w,2-5,,-16.0,down high,1171
makushita,Makushita,Ms59,2851,Ms59e,Fujiazuma,Fujiazuma (2003),Sd8w,4-3,↑,+10.0,up high,1170,12712,Ms59w,Shunrai,Shunrai,Ms43w,2-4-1,,-16.0,down high,1178
makushita,Makushita,Ms60,12192,Ms60e,Ohata,Ohata,Ms53w,3-4,,-6.5,down high,1171,12736,Ms60w,Wakamiyabi,Wakamiyabi,Ms34w,1-6,,-26.0,down high,1151
sandanme,Sandanme,Sd1,12571,Sd1e,Koki,Koki (2019),Sd13e,4-3,,+12.0,up high,1118,12828,Sd1w,Ryuji,Ryuji,Ms54w,3-4,↓,-7.5,down high,1147
sandanme,Sandanme,Sd2,12889,Sd2e,Goseizan,Goseizan,Sd14e,4-3,,+12.0,up high,1154,12943,Sd2w,Matsuda,Matsuda (2025),Sd27e,5-2,,+24.5,up high,1184
sandanme,Sandanme,Sd3,12086,Sd3e,Okinohama,Okinohama,Sd15e,4-3,,+12.0,up high,1183,12744,Sd3w,Yamato,Yamato (2022),Ms57w,3-4,↓,-6.5,down high,1116
sandanme,Sandanme,Sd4,12855,Sd4e,Suzunofuji,Suzunofuji,Sd16e,4-3,,+12.0,up high,1082,12236,Sd4w,Oyamatoumi,Oyamatoumi,Sd29e,5-2,,+24.5,up high,1309
sandanme,Sandanme,Sd5,12461,Sd5e,Tenshoma,Tenshoma,Sd29w,5-2,,+24.5,up high,1113,12374,Sd5w,Hakuomaru,Hakuomaru,Sd17w,4-3,,+12.0,up high,1034
sandanme,Sandanme,Sd6,12967,Sd6e,Asahifuji,Asahifuji (2025),Jd8w,7-0 Y,↑,+83.0,up high,1193,12817,Sd6w,Soma,Soma,Ms60e,3-4,↓,-7.0,down high,1127
sandanme,Sandanme,Sd7,12791,Sd7e,Gohakuun,Gohakuun,Ms60w,3-4,↓,-7.0,down high,1076,12455,Sd7w,Hinataryu,Hinataryu,Ms51w,2-5,↓,-16.5,down high,1157
sandanme,Sandanme,Sd8,7143,Sd8e,Amakaze,Amakaze,Sd62e,6-1,,+54.0,up high,1075,12144,Sd8w,Daishomaru,Daishomaru,Sd34w,5-2,,+26.0,up high,1177
sandanme,Sandanme,Sd9,12527,Sd9e,Kotodaishin,Kotodaishin (2019),Sd22w,4-3,,+13.5,up high,1094,12758,Sd9w,Rinko,Rinko,Sd35e,5-2,,+25.5,up high,1098
sandanme,Sandanme,Sd10,12794,Sd10e,Agora,Agora,Ms54e,2-5,↓,-16.5,down high,1031,12713,Sd10w,Miyanokaze,Miyanokaze,Ms30w,0-0-7,↓,-40.5,down high,1368
sandanme,Sandanme,Sd11,12960,Sd11e,Yabugasaki,Yabugasaki,Ms55w,2-5,↓,-16.0,down high,1187,12565,Sd11w,Ienoshima,Ienoshima,Sd24e,4-3,,+12.5,up high,1147
sandanme,Sandanme,Sd12,12611,Sd12e,Naya,Naya,Sd24w,4-3,,+12.5,up high,1105,12117,Sd12w,Bushozan,Bushozan,Ms32e,0-0-7,↓,-41.0,down high,1429
sandanme,Sandanme,Sd13,7164,Sd13e,Kototsubasa,Kototsubasa,Sd25w,4-3,,+12.5,up high,1107,12263,Sd13w,Tosamidori,Tosamidori,Ms47e,1-6,↓,-27.0,down high,1137
sandanme,Sandanme,Sd14,12905,Sd14e,Wakaikazuchi,Wakaikazuchi,Sd2e,3-4,,-12.0,down high,1123,12656,Sd14w,Hoshuzan,Hoshuzan,Ms58e,2-5,↓,-17.0,down high,1087
sandanme,Sandanme,Sd15,12535,Sd15e,Daihisho,Daihisho (2019),Sd4e,3-4,,-11.0,down high,1116,12687,Sd15w,Asakiryu,Asakiryu,Sd30e,4-3,,+14.5,up high,1079
sandanme,Sandanme,Sd16,7160,Sd16e,Ebisumaru,Ebisumaru,Sd71w,6-1,,+55.5,up high,1077,1266,Sd16w,Nionoumi,Nionoumi,Sd5e,3-4,,-11.5,down high,1130
sandanme,Sandanme,Sd17,12785,Sd17e,Kototaiko,Kototaiko (2022),Sd43w,5-2,,+26.5,up high,1142,12338,Sd17w,Wakenokaze,Wakenokaze,Ms52e,1-6,↓,-26.0,down high,1088
sandanme,Sandanme,Sd18,12446,Sd18e,Tenei,Tenei,Sd74w,6-1,,+56.5,up high,1078,12681,Sd18w,Taniguchi,Taniguchi (2021),Sd45w,5-2,,+27.0,up high,1031
sandanme,Sandanme,Sd19,12507,Sd19e,Kawamura,Kawamura (2018),Sd33e,4-3,,+14.0,up high,1118,12510,Sd19w,Chiyotaiyo,Chiyotaiyo,Sd9e,3-4,,-10.5,down high,1052
sandanme,Sandanme,Sd20,12241,Sd20e,Akitoba,Akitoba,Sd34e,4-3,,+14.0,up high,1114,12375,Sd20w,Hamanoumi,Hamanoumi,Sd10w,3-4,,-10.0,down high,1058
sandanme,Sandanme,Sd21,12752,Sd21e,Dairinzan,Dairinzan,Sd36e,4-3,,+15.0,up high,1085,12898,Sd21w,Mita,Mita,Ms41w,0-0-7,↓,-40.5,down high,1618
sandanme,Sandanme,Sd22,12552,Sd22e,Yokomaru,Yokomaru,Sd11e,3-4,,-11.0,down high,1078,12882,Sd22w,Sekimoto,Sekimoto,Sd38e,4-3,,+15.5,up high,1043
sandanme,Sandanme,Sd23,12777,Sd23e,Sachinofuji,Sachinofuji,Sd51e,5-2,,+28.0,up high,1052,11829,Sd23w,Oginohama,Oginohama,Sd39e,4-3,,+15.5,up high,1090
sandanme,Sandanme,Sd24,12299,Sd24e,Hokutoryu,Hokutoryu (2016),Sd11w,3-4,,-12.5,down high,1102,12074,Sd24w,Toshoyama,Toshoyama,Sd39w,4-3,,+15.0,up high,1010
sandanme,Sandanme,Sd25,11953,Sd25e,Oka,Oka (2011),Sd1e,2-5,,-24.0,down high,1069,12438,Sd25w,Harunishiki,Harunishiki,Sd2w,2-5,,-23.0,down high,1038
sandanme,Sandanme,Sd26,12636,Sd26e,Teraosho,Teraosho (2020),Sd41e,4-3,,+15.0,up high,951,12544,Sd26w,Nishikikuni,Nishikikuni,Sd12e,3-4,,-14.5,down high,1086
sandanme,Sandanme,Sd27,11743,Sd27e,Asakoki,Asakoki,Sd41w,4-3,,+14.5,up high,1118,12684,Sd27w,Kiyonohana,Kiyonohana (2021),Sd13w,3-4,,-14.0,down high,1082
sandanme,Sandanme,Sd28,12968,Sd28e,Kazemitsuki,Kazemitsuki,Sd56e,5-2,,+28.0,up high,1188,12654,Sd28w,Chiyoyamato,Chiyoyamato,Sd57e,5-2,,+28.5,up high,970
sandanme,Sandanme,Sd29,12545,Sd29e,Daishinkai,Daishinkai,Sd6w,2-5,,-22.5,down high,1057,11993,Sd29w,Tsugaruumi,Tsugaruumi (2012),Sd46w,4-3,,+17.0,up high,1040
sandanme,Sandanme,Sd30,12379,Sd30e,Yoshiyasu,Yoshiyasu,Sd58e,5-2,,+28.0,up high,1103,6618,Sd30w,Chiyoraizan,Chiyoraizan,Sd20w,3-4,,-10.0,down high,1086
sandanme,Sandanme,Sd31,12173,Sd31e,Ryuma,Ryuma (2014),Sd60e,5-2,,+29.0,up high,1015,12537,Sd31w,Denuma,Denuma,Sd48w,4-3,,+17.0,up high,1074
sandanme,Sandanme,Sd32,12881,Sd32e,Imamura,Imamura (2024),Sd21w,3-4,,-10.5,down high,1046,12346,Sd32w,Chiyodaigo,Chiyodaigo,Ms52w,0-0-7,↓,-40.5,down high,1279
sandanme,Sandanme,Sd33,12680,Sd33e,Amao,Amao,Sd49w,4-3,,+16.5,up high,1014,9066,Sd33w,Akinoyama,Akinoyama,Ms58w,0-7,↓,-35.5,down high,1022
sandanme,Sandanme,Sd34,12509,Sd34e,Awanoumi,Awanoumi,Sd22e,3-4,,-12.0,down high,1026,12369,Sd34w,Asashiyu,Asashiyu,Ms59w,0-2-5,↓,-35.5,down high,1221
sandanme,Sandanme,Sd35,12663,Sd35e,Kyoda,Kyoda,Jd15w,6-1,↑,+61.0,up high,1236,12842,Sd35w,Daigoyama,Daigoyama,Sd62w,5-2,,+27.0,up high,1024
sandanme,Sandanme,Sd36,12765,Sd36e,Izumifuji,Izumifuji,Sd50e,4-3,,+14.0,up high,1054,12388,Sd36w,Chiyotaiho,Chiyotaiho,Sd53e,4-3,,+16.5,up high,1079
